Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND63334,Joshua Green,54,2488,05-07-2015,Phillip Peters,European,Computer Systems Analyst I,Mid,Silver,66677.53,5243.84,1,1977.63,190207.10,30560.82,13227.82,30442.23,17063.02,231391.41,2,1,4,1,10
IND32903,Justin Spencer,20,20807,02-08-2015,Bruce Porter,American,Data Coordiator,Mid,Silver,289812.51,32357.71,1,3708.10,1395286.34,307346.00,102448.67,71442.26,38398.58,2497229.47,3,3,1,1,11
IND34986,Joshua Castillo,28,21054,03-08-2010,Raymond Alexander,Australian,Accounting Assistant I,High,Silver,91074.65,2573.75,1,223.23,144419.03,160532.36,68462.33,115654.12,17757.27,352461.48,2,1,1,1,12
IND72265,Steve Coleman,37,3782,02-03-2021,Phillip Peters,Asian,Engineer IV,Low,Platinum,260992.40,8081.92,1,1523.63,1088127.44,955895.97,594996.47,384211.66,12709.74,1369298.24,1,3,1,1,13
IND64873,Fred Cook,30,4898,13-10-2004,Bruce Butler,Australian,Chief Design Engineer,Mid,Jade,101348.59,17772.81,2,1746.07,829953.88,1036987.58,177379.45,479606.75,10739.76,1185653.99,2,1,2,1,14
IND30612,Anne Collins,56,20829,02-03-1996,Anthony Simpson,European,Media Manager II,High,Silver,241800.88,46566.18,2,3988.02,831276.62,847815.68,520441.31,207337.10,49273.21,247662.34,3,2,2,2,15
IND56739,Kenneth Lane,49,10072,12-10-2011,Adam Hernandez,European,Design Engineer,High,Jade,180547.30,5516.96,2,5657.70,1009198.50,1608492.25,515931.48,436215.00,70131.47,1423978.24,0,2,3,2,1
IND71679,Matthew Carroll,27,36949,13-08-2007,Roy Rice,Asian,Clinical Specialist,Mid,Gold,229404.53,10365.55,1,3539.00,560607.18,622655.30,423662.37,220432.81,56178.18,544885.67,0,2,3,2,2
IND69386,Todd Roberts,60,2314,16-11-2021,Todd Roberts,Australian,Cost Accountant,Low,Platinum,103516.88,10311.86,1,3975.40,565582.10,679740.56,261825.99,239268.68,7547.80,1085697.49,1,1,3,2,3
IND30675,Phillip Howell,50,8898,27-09-2007,Roger Alexander,European,Senior Developer,High,Jade,336905.38,25463.16,3,4641.45,497745.43,2065707.80,976807.57,405935.60,45941.12,987783.68,0,3,3,1,4
IND37613,Chris Hunter,38,29018,07-09-2001,Shawn Wallace,European,Geologist III,High,Jade,233819.66,52290.48,2,2663.02,731121.81,671936.60,746596.22,132520.83,47869.11,885551.67,2,4,3,1,5
IND32828,Patrick Howell,27,41493,19-03-2020,Dennis Ruiz,European,Budget/Accounting Analyst III,High,Jade,378564.61,52131.60,2,4397.59,200107.84,412040.35,230257.84,251708.18,32996.78,486694.04,0,3,3,2,6
IND59220,Gerald Berry,36,32230,21-04-2010,Roger Alexander,Australian,Help Desk Operator,Mid,Jade,129932.30,20799.10,2,1862.34,203371.21,811860.87,290421.77,332664.94,12841.38,895163.19,1,1,3,2,7
IND25922,Timothy Reed,73,16190,14-08-2020,Nicholas Simmons,Australian,Computer Systems Analyst III,High,Jade,179621.37,35502.99,1,2288.22,1102866.68,2999025.75,1339187.60,333665.19,85116.85,380333.60,3,4,4,2,8
IND92034,Samuel White,61,30446,20-05-2012,Patrick Graham,Asian,Operator,High,Jade,186049.50,31473.60,2,1723.03,564259.61,1298187.45,442345.35,617937.23,46491.41,1376262.58,2,2,4,1,9
IND33307,Debra Morgan,35,21505,06-04-2004,Carl Nguyen,American,Project Manager,Low,Gold,157446.17,23014.26,1,2976.01,952380.13,549847.65,218965.88,181984.97,32186.93,1424000.42,2,2,1,2,10
IND25691,Amanda Diaz,74,20035,13-11-2019,Phillip Peters,Asian,Business Systems Development Analyst,High,Silver,29254.29,18972.60,1,2105.88,197442.12,290795.53,243383.22,44346.32,4735.06,546877.16,3,1,2,1,11
IND69736,Angela Lynch,76,19879,12-04-2018,Jesse Evans,Asian,Human Resources Assistant I,High,Jade,83536.49,31195.27,1,4100.08,772947.34,60890.81,54040.59,21852.19,2728.44,1068648.75,3,2,3,1,12
IND65318,Todd Elliott,70,42176,30-10-2021,Keith Griffin,Australian,Web Developer III,High,Gold,90262.40,4804.39,2,4101.39,855070.43,599215.26,344325.19,97707.86,32741.41,1012139.67,1,1,4,2,13
IND83499,Antonio Ray,47,15508,16-10-2020,Joshua Little,Asian,Statistician III,Low,Jade,281572.34,47983.29,1,4426.46,330029.04,204193.22,161205.17,119291.83,43290.27,555179.13,0,2,1,2,14
IND74300,Bruce Romero,79,4663,15-03-2021,Joe Price,European,Accountant II,High,Gold,193275.84,30044.40,1,259.08,896307.83,1523757.92,1007839.88,197728.59,11436.10,1300112.21,3,2,1,2,15
IND47852,Judy Gomez,84,3450,14-05-2008,Nicholas Cunningham,Asian,Software Engineer II,Low,Gold,117097.79,10098.85,3,6376.73,215669.26,1765097.85,497848.11,808626.02,87289.25,675333.13,2,4,1,1,16
IND43367,Jessica Morris,58,29724,22-10-2006,Jason Duncan,Asian,Web Developer II,Mid,Silver,76167.50,13824.75,1,833.70,319085.73,213337.18,225527.88,60222.04,15206.28,37350.43,3,1,2,1,17
IND84211,Scott Wells,65,32080,20-08-2009,Stephen Payne,European,Product Engineer,High,Silver,162867.01,10241.76,3,3281.24,723809.55,1392924.89,598243.38,330016.05,36589.36,1398446.90,2,2,2,1,18
IND27091,Philip Moore,23,28142,27-02-2020,George Lewis,Asian,Assistant Professor,Low,Jade,245119.06,24420.84,1,7978.71,1314967.14,1356925.01,814155.01,96147.83,62122.76,561213.52,3,2,3,1,19
IND84197,Gerald Ramos,70,27851,11-07-2012,Nicholas Cunningham,Australian,Automation Specialist IV,High,Silver,52308.75,6106.25,2,2216.15,187186.01,639661.31,218420.93,337824.38,5606.34,595957.14,0,1,3,2,20
IND97134,Jeffrey Morgan,39,29801,02-06-2007,Anthony Simpson,Asian,Human Resources Assistant IV,High,Silver,99791.10,26126.79,1,39.83,199697.53,217372.23,125847.08,314274.49,21994.07,547709.61,2,2,3,1,21
IND68544,Johnny Butler,40,39693,19-09-2002,Douglas Tucker,Asian,Operator,Low,Gold,50314.34,7449.68,3,2119.30,492920.12,430835.28,277270.23,146313.37,1658.62,165070.93,2,1,3,1,22
IND96321,Heather Perez,21,35978,11-09-2013,Raymond Alexander,European,Computer Systems Analyst IV,High,Silver,69314.13,31030.48,1,1201.82,60762.00,77182.19,73323.08,67482.96,21247.20,626884.75,1,2,3,1,1
IND94055,Ryan Weaver,55,9904,04-10-2015,Samuel Fowler,American,Nuclear Power Engineer,Mid,Gold,162947.68,31274.80,3,4364.04,376735.22,500375.94,227813.44,214795.53,15691.36,387317.65,0,1,3,1,2
IND48964,Douglas Hughes,28,34439,12-01-2019,Steve Diaz,European,Nurse Practicioner,High,Silver,67440.80,28699.30,1,2273.09,615934.86,413381.57,252284.34,41854.88,57869.51,1408194.50,3,2,3,2,3
IND28345,Rachel Collins,47,10756,13-10-2021,Phillip Peters,European,Account Representative II,High,Gold,62701.19,25906.70,3,3281.80,960388.88,324926.87,259941.50,40940.79,18050.51,683254.29,2,2,4,2,4
IND93272,Elizabeth Diaz,21,5226,05-12-2002,Nicholas Cunningham,European,Teacher,High,Gold,75789.87,20154.00,2,1435.80,246724.50,60243.15,93979.31,31808.38,5832.15,204233.70,1,1,4,1,8
IND58727,Christina Larson,78,31988,03-08-2012,Nicholas Simmons,Australian,VP Accounting,High,Jade,59484.36,17739.00,1,1970.24,472831.99,388803.81,190801.87,152281.49,5647.64,694019.66,0,1,3,1,9
IND47871,Brandon Chapman,53,16056,07-02-2005,Jason Duncan,European,Tax Accountant,Mid,Gold,169625.70,21116.44,1,591.14,402941.34,282744.04,118414.17,98597.92,40417.54,1280380.95,1,1,1,2,10
IND24899,Sean Morrison,65,19877,10-05-2002,Douglas Tucker,Asian,Health Coach II,High,Silver,278807.46,40635.63,1,5841.83,710283.70,1247794.69,679832.97,108429.06,29701.54,1869038.36,3,2,2,2,11
IND58197,Roy Dunn,59,40049,06-09-1995,Raymond Alexander,Asian,Compensation Analyst,Mid,Gold,178150.43,33841.26,2,4455.69,1312815.70,758087.11,351969.01,489958.92,6293.65,1051827.29,2,4,3,1,12
IND59695,Donna Hamilton,50,12026,04-02-2004,Keith Griffin,Asian,Structural Analysis Engineer,Mid,Jade,64608.77,21195.13,1,98.92,247860.03,179229.07,159314.73,55760.16,2259.42,545795.85,3,1,4,1,13
IND29786,Brandon Roberts,32,6749,20-10-2018,Ernest Rivera,European,Safety Technician III,High,Platinum,62206.71,2184.16,3,3899.26,377944.04,287770.65,160956.47,53066.86,24941.00,933248.97,2,1,1,1,14
IND59107,Mary Burns,43,6006,22-06-2003,Joshua Little,European,Research Assistant III,High,Platinum,165861.45,47607.30,2,7941.24,576418.68,120211.37,98840.46,31254.96,59764.23,976361.85,2,4,1,2,15
IND37582,Phillip Fox,49,1031,16-03-2009,Jason Duncan,Australian,Web Developer II,Mid,Silver,387478.11,55895.84,2,1266.27,1834708.88,1716590.68,889506.08,476431.94,43328.29,2160449.29,1,4,1,2,1
IND72283,Tina Reid,45,34853,20-09-2001,Carl Nguyen,Australian,Software Engineer III,Low,Jade,74128.42,27619.02,1,978.58,938480.14,751406.77,500937.85,126486.81,18449.09,2039989.08,1,3,2,2,2
IND74203,Russell Day,28,14938,21-02-2000,Joe Price,Asian,Statistician II,Mid,Platinum,115567.05,17257.50,1,382.54,382479.92,260085.75,102328.82,114181.91,32411.02,656394.17,1,1,2,1,3
IND50994,Ralph Garcia,59,22490,17-12-2006,Jerry Green,American,Web Designer III,High,Platinum,183064.32,21920.80,1,4452.62,444775.06,567228.21,558633.85,249666.36,14892.77,702795.98,3,3,3,1,4
IND58185,Anthony Anderson,73,12748,26-01-1999,Paul Holmes,European,Junior Executive,Mid,Jade,154619.52,25201.26,3,1647.37,261803.18,1137025.72,442176.67,409599.98,1422.12,471143.87,1,2,3,1,5
IND43545,Lawrence Evans,47,518,27-08-2010,Todd Roberts,African,Administrative Assistant III,Low,Jade,61730.31,5697.75,1,88.94,76568.42,322752.23,96406.51,86011.37,14609.60,469157.54,2,1,3,1,6
IND83063,Frank Owens,25,39599,14-04-2017,Victor Ramos,Asian,Statistician III,Mid,Gold,290003.44,14490.06,2,10487.88,991961.80,446223.12,102466.05,253157.25,80231.23,707174.79,2,3,3,1,7
IND15980,Lawrence Vasquez,79,20901,10-07-2020,Nicholas Cunningham,European,Clinical Specialist,High,Platinum,67416.15,8053.50,2,1533.53,678840.16,51260.52,17308.75,8308.20,15609.59,1007983.78,0,1,3,2,8
IND35484,Jack White,67,28031,13-03-2008,Douglas Tucker,European,Budget/Accounting Analyst II,High,Jade,208955.64,22115.52,1,3146.46,76186.92,122186.43,79606.31,72812.00,24815.26,635260.67,3,2,3,1,9
IND79472,Melissa Rivera,63,20710,22-08-2021,Joe Price,American,Recruiting Manager,Mid,Jade,94710.69,17339.40,1,1761.65,239733.22,122771.65,36979.41,119813.30,17073.51,37326.77,3,1,3,1,10
IND93672,Steve Alvarez,73,8595,14-05-1995,Stephen Payne,Asian,Biostatistician II,High,Jade,78349.89,23992.79,1,3864.78,491588.57,1012079.53,319194.31,551194.09,20123.42,1369457.15,0,1,4,2,11
IND88113,Gloria Roberts,77,36034,03-05-2020,James Castillo,European,Staff Scientist,High,Silver,114059.46,12654.46,1,1040.38,208829.09,380343.23,355962.25,151405.86,11721.84,408184.44,1,1,4,2,12
IND53799,Martin Phillips,75,10256,11-10-2020,Steve Diaz,American,Automation Specialist II,Low,Silver,261751.35,27447.68,3,6208.93,420312.38,1215970.98,211814.30,486780.64,36439.14,1508099.90,1,2,3,1,13
IND41887,Martin Stephens,48,2001,06-09-1999,Douglas Tucker,American,Web Developer I,Mid,Jade,318685.72,38548.44,1,2041.54,1461717.64,2830536.61,1333091.43,369795.91,22899.58,1976946.38,0,3,1,1,14
IND88761,Richard Knight,35,31445,02-10-2020,Dennis Ruiz,American,Executive Secretary,High,Platinum,284371.28,42186.24,1,521.63,1183883.67,1689110.10,410547.59,884436.82,25317.27,1020760.47,2,2,2,1,15
IND40435,Robert Sims,39,34793,23-06-1999,Roy Rice,Asian,Statistician III,Low,Platinum,73123.68,10618.00,1,1900.80,410214.00,984888.00,393955.20,194351.23,52225.20,1362170.40,3,1,3,1,16
IND56106,Jessica Howard,42,39741,14-12-2020,Nicholas Cunningham,Asian,Senior Developer,Low,Platinum,59404.80,35463.60,2,1468.42,318361.73,77122.46,55397.82,46306.06,36629.61,646976.00,1,2,4,2,17
IND41735,John Howell,54,20585,13-11-2013,Jesse Evans,Asian,Accounting Assistant I,High,Gold,324937.61,51346.71,2,9517.18,1019102.41,1485047.93,566663.03,307756.64,31089.03,697861.40,2,3,1,1,18
IND90777,Mildred Austin,40,12381,19-11-2000,Victor Martinez,African,Civil Engineer,Low,Silver,220770.81,42264.00,3,624.07,493159.95,123042.75,89305.22,127706.47,16505.19,721725.68,2,2,1,2,19
IND51577,Carlos Miller,48,36134,05-07-2002,Victor Martinez,Asian,Human Resources Assistant IV,High,Jade,57704.98,2318.00,1,2714.93,212865.53,279791.28,61268.16,118656.01,41543.88,743988.42,3,1,1,1,20
IND80436,Paul Powell,32,40642,24-01-2019,Benjamin Kim,European,Geologist I,Low,Jade,132696.47,35217.60,1,7039.93,1769470.87,894793.43,286880.34,427861.53,77109.82,1865191.99,1,4,2,2,21
IND79704,Harold Marshall,45,13953,21-09-2012,Bruce Butler,Asian,Physical Therapy Assistant,High,Silver,183957.47,73230.70,1,7809.43,988246.19,3085020.89,746050.80,1371926.94,49113.09,870542.46,2,5,2,2,22
IND15664,Ann GoPKRales,56,11535,22-03-2016,Joe Hanson,European,Legal Assistant,High,Jade,233672.19,4238.41,1,1655.72,89810.62,122739.52,34367.07,45953.68,40962.64,1081803.67,0,2,3,2,1
IND94938,Russell Gray,45,25002,03-08-2009,Stephen Payne,Asian,Senior Developer,Mid,Jade,77013.08,24701.34,1,6162.84,379049.09,595996.58,135092.56,317308.58,50942.88,1836147.65,2,2,3,1,2
IND80870,Jean Stevens,56,39148,11-05-2009,Anthony Berry,Asian,Financial Analyst,Low,Platinum,152911.47,17541.12,1,1988.76,464468.18,303466.76,267764.79,194575.74,30299.71,194960.03,0,2,3,1,3
IND58524,Howard Coleman,85,3834,22-01-2014,Phillip Peters,African,Systems Administrator IV,Mid,Gold,295561.36,31806.27,1,2434.13,896415.94,217504.28,64215.55,127208.93,21884.22,2095276.49,1,3,3,1,4
IND73247,Lisa Carroll,38,9798,22-01-2019,Paul Larson,Asian,Biostatistician III,Mid,Silver,314447.35,44848.70,1,1057.01,408232.60,513488.66,242637.50,328068.47,11827.04,1402707.35,3,2,3,1,8
IND49380,Todd Weaver,20,7225,20-09-2006,Jerry Green,American,Actuary,Mid,Jade,126478.24,19570.00,1,783.23,507764.48,126186.06,78322.38,24976.14,16172.72,742988.35,1,1,3,2,9
IND32752,Harold Ruiz,45,42175,16-11-1995,Joshua Bennett,European,Cost Accountant,High,Gold,92351.20,8788.81,3,1451.26,145044.20,120010.97,181148.64,30342.40,10290.77,197343.52,1,1,3,2,10
IND79491,Judith Fox,50,26401,19-04-2018,Nicholas Simmons,African,Data Coordiator,High,Gold,101642.35,25257.05,2,4995.39,1462139.08,107265.81,85325.08,39493.32,33064.23,1735043.71,2,4,4,1,11
IND52559,Paul Sims,83,31474,26-10-2013,Patrick Graham,American,Associate Professor,High,Jade,58759.68,2220.40,1,4877.08,242465.60,140284.20,72300.32,29912.91,16725.28,370033.56,2,1,4,1,12
IND94127,Kenneth Black,79,31870,03-11-2014,Bruce Butler,American,Financial Analyst,High,Jade,146332.45,12936.00,3,2300.98,347272.54,152112.11,196696.70,78678.68,9903.52,113414.31,0,2,1,2,13
IND59774,Antonio Fisher,62,13652,27-02-2013,Joshua Ryan,American,Software Test Engineer II,High,Gold,168353.24,65213.46,2,2353.21,56408.96,499909.49,256532.50,365131.26,44666.04,481601.55,0,4,2,2,14
IND61218,Jeffrey Allen,56,29943,04-05-2012,Jonathan Hawkins,Asian,Nurse Practicioner,Mid,Gold,256284.54,22198.40,1,380.49,566088.43,133212.48,142560.73,83853.75,9275.95,132050.81,1,2,3,1,15
IND28314,Eric Ward,59,17556,09-03-2010,Bruce Porter,Asian,Community Outreach Specialist,Mid,Jade,78234.39,25758.04,1,6008.08,667560.06,391853.14,226281.39,31293.06,53119.25,1225713.27,1,2,4,1,1
IND76099,Rose West,54,7606,05-02-2015,Dennis Morris,Asian,Computer Systems Analyst III,High,Jade,384857.81,53106.00,1,2567.16,509149.80,600057.98,241690.02,621310.03,22823.64,605579.76,0,3,1,2,2
IND58197,Samuel Alvarez,32,35122,27-06-1996,Keith Griffin,American,Assistant Manager,High,Platinum,130428.61,11748.96,3,2763.07,817000.87,1066417.10,584554.56,182791.79,27933.48,1164804.77,0,1,1,2,3
IND79892,Ronald Payne,66,231,23-07-2007,Victor Martinez,American,Structural Analysis Engineer,Mid,Platinum,37133.18,5272.32,3,3382.97,392384.53,470678.85,110222.26,202689.80,45.00,473708.77,2,1,1,1,4
IND39781,Joseph Riley,76,13438,01-06-2004,Keith Griffin,European,Programmer Analyst I,High,Jade,53516.56,16820.31,1,4382.56,383121.98,329499.38,105057.77,97608.22,39663.35,1683676.81,3,2,2,2,5
IND35995,Albert Wells,84,6966,04-08-2017,Patrick Graham,European,Engineer III,High,Silver,203494.93,37430.61,3,4085.55,792427.96,310706.37,156861.47,101356.64,11971.48,541524.93,1,2,2,1,6
IND42566,Gregory GoPKRalez,56,121,04-12-2012,Joe Price,European,Web Designer III,High,Silver,168569.04,15739.29,2,8236.71,1035797.46,2232448.41,821541.01,732957.46,65832.49,1113701.26,0,3,3,1,7
IND31753,Angela Tucker,78,9990,23-08-2002,Donald Reynolds,Asian,Nurse Practicioner,Mid,Platinum,110879.81,15968.46,1,425.06,110950.57,186712.06,161039.16,47751.61,5280.94,387562.57,3,1,3,2,8
IND53894,Norma Hunter,77,20512,21-02-2002,Raymond Alexander,Australian,Software Test Engineer IV,Mid,Jade,212959.33,47416.16,2,1905.32,184616.78,23935.08,24347.75,14381.68,23849.46,1100196.29,3,4,3,1,9
IND56621,Richard Campbell,53,17648,27-04-2000,Bruce Butler,American,Engineer IV,Mid,Silver,91782.11,25158.30,1,2110.53,1039245.97,375968.35,267931.47,144510.13,29932.00,1324137.61,2,4,3,2,10
IND76021,Denise Hamilton,42,13319,14-03-2007,Shawn Long,African,Civil Engineer,High,Gold,130687.16,23800.07,1,1414.06,35952.58,45415.83,34659.45,26353.13,23962.61,392791.70,2,1,3,2,11
IND17070,Susan Fowler,46,18986,14-12-2007,Roger Alexander,Australian,Mechanical Systems Engineer,Mid,Gold,75941.86,14295.24,1,977.61,240025.01,190655.69,97273.31,51554.85,7604.25,876989.18,1,1,3,2,12
IND37670,Carolyn Black,68,32076,29-04-2001,Joshua Bennett,African,Structural Engineer,High,Jade,112975.62,31612.32,1,299.28,687264.12,421426.09,392024.27,69584.31,22436.51,958301.16,2,2,3,2,13
IND45617,Ashley Franklin,70,8250,04-12-2018,Joshua Little,Asian,Safety Technician IV,High,Jade,311415.86,5269.60,1,1169.71,326966.56,969928.77,496988.29,237592.47,67812.51,1154196.74,1,2,4,2,14
IND47563,Alice Marshall,47,19839,01-02-2019,Raymond Alexander,European,Environmental Tech,Low,Jade,514809.57,22300.56,1,2492.86,153204.28,745757.79,530487.50,190667.97,69240.27,1376704.03,1,5,4,2,15
IND46352,Michael Alexander,27,31923,09-09-2020,Frank Brown,Asian,Registered Nurse,Mid,Jade,78509.67,20112.96,1,3239.24,465384.12,673491.82,287293.71,145106.87,21362.94,713829.92,0,1,1,1,16
IND52499,Johnny Cruz,18,36731,29-01-2008,Stephen Payne,Australian,Structural Engineer,Low,Silver,313302.52,21721.80,2,4679.33,1012987.16,976104.23,492884.31,397786.63,44550.53,1957630.42,2,3,2,2,17
IND64778,Linda Butler,73,4843,16-04-1995,Joshua Little,European,Computer Systems Analyst IV,Mid,Jade,69271.91,13546.40,1,1791.82,184785.40,167595.38,143895.02,24123.58,3042.82,241345.57,3,1,3,2,18
IND83362,Maria Welch,83,9232,23-08-2021,Samuel Fowler,European,Account Executive,High,Jade,44252.99,45239.43,1,293.48,726570.29,527117.15,332216.69,122920.18,31053.88,1796045.52,1,2,4,1,19
IND30786,Victor Ellis,72,6958,26-11-2014,Dennis Ruiz,European,Accounting Assistant IV,Mid,Platinum,67695.60,3591.45,1,7478.80,960557.31,1233484.26,726164.12,174577.81,29182.80,705435.36,2,2,1,1,20
IND20476,Jeffrey Wagner,56,32604,11-08-2004,Bruce Butler,European,Health Coach I,High,Silver,193812.26,41258.50,1,7730.72,855234.08,2570251.90,1060228.91,305859.98,5131.52,3265394.72,2,5,1,1,21
IND69060,Joyce Smith,75,4910,20-12-2004,Frank Brown,Asian,VP Accounting,High,Platinum,148197.15,36119.70,1,3152.68,315685.67,119123.35,59561.68,159426.75,17218.01,190816.72,1,4,1,1,22
IND17931,Shawn Howell,84,13446,28-11-2004,Victor Ramos,African,Statistician IV,Low,Jade,289056.28,54635.31,3,6996.13,662878.16,444874.25,238614.37,89541.05,80211.38,404124.63,3,3,2,1,1
IND56891,Aaron Reynolds,61,35281,07-05-2000,Todd Roberts,European,Staff Accountant II,High,Jade,94483.25,29841.40,1,1344.71,51539.61,58388.05,32909.63,64460.40,7951.20,267677.17,0,1,2,2,2
IND37323,Brandon Little,64,9057,23-01-2006,Anthony Berry,European,Staff Accountant IV,Mid,Jade,38502.76,1789.08,1,1802.43,0.00,72128.93,30207.84,22322.98,26400.79,823027.12,2,1,3,1,3
IND17259,Jean Morgan,78,32235,15-06-2021,Joshua Ryan,American,Systems Administrator III,Mid,Silver,131489.18,39765.72,3,1070.22,601552.34,408648.56,252400.58,188218.72,8950.21,496349.52,0,2,3,2,4
IND24069,Howard Little,17,28895,20-06-2016,Shawn Cook,Asian,Human Resources Assistant II,Mid,Jade,84832.26,17913.58,1,2033.55,384710.44,392769.71,313460.45,38521.65,28135.60,878596.28,3,1,3,1,8
IND70868,Linda Burke,42,11097,22-06-2005,Jeremy Vasquez,Australian,Engineer I,High,Gold,38807.25,35163.00,1,1061.28,608245.61,286374.44,216950.33,72316.78,10444.01,1209141.95,1,2,3,2,9
IND94996,Kenneth Bailey,40,25969,08-10-2014,Stephen Payne,American,Statistician III,High,Gold,194389.86,27495.86,1,1306.55,678417.69,2178798.95,904407.11,563747.10,691.06,1500584.78,1,2,3,2,10
IND92018,Todd Howell,70,29156,01-04-2015,Jonathan Hawkins,European,Marketing Assistant,Mid,Silver,71368.28,12514.50,2,1228.06,776907.32,1563534.99,525671.25,978422.46,23434.56,357389.07,3,3,3,2,11
IND40311,Joshua Powell,22,36109,03-03-2002,George Lewis,European,Senior Quality Engineer,Mid,Jade,155237.17,55594.74,2,5329.60,655011.17,193003.46,120445.77,18255.52,37998.01,2242488.73,3,4,3,2,12
IND22076,Kathy Barnes,32,6365,14-08-2021,Samuel Fowler,Asian,Structural Engineer,Mid,Gold,168014.18,26765.55,1,2743.23,533283.18,504571.64,323922.53,173423.14,17508.76,145955.64,3,2,4,2,13
IND88518,Willie Greene,73,278,04-10-2008,Roy Rice,Australian,Research Assistant IV,Mid,Silver,102181.31,17165.72,1,1441.01,1170740.32,1015970.51,279562.35,466664.58,61358.26,1213389.72,1,2,4,1,14
